review_id,verified_purchase,full_text,rating
R0556,True,"Set of Lotions and Balms. A set of lotions and balms by Burt’s Bees, cuticle balm, thick pedi balm that I use at night and wear socks. My feet look and feel so soft, no cracked heels or skin. The price is good too. I saw the set on sale at Walmart for almost $11",5.0
R0557,True,Good to try the products. I brought this strictly for the cuticle oil but I do use everything I love it the only complaint I have is the packing that the cuticle oil come in its a little tin which is hard to open sometimes,5.0
R0558,True,Good to Gift. Big fan of Berts. Gave this as a gift and they LOVED it. I would highly recommend.,5.0
R0559,True,"Great gift set. Very much like the selection of products in this Burt's B' gift set. my favorite is the hand salve. restores fingertips and helps keep them from cracking. great scents. The little tins work well. they remind me of a scene in bullet proof monk ""It's homemade""",5.0
R0560,True,Excellent product!! Works as advertised:). Got a set for my wife and one for my future daughter in law! The both love them!!,5.0
R0561,True,it Works!. I have a very dry hands and cuticle looks so unhealthy. And this stuff Works like magic! And definitely smells good! Worth the $,5.0
R0562,True,"and she has really enjoyed them! They are small items that fit well .... Got these for my mom for mother's day, and she has really enjoyed them! They are small items that fit well in her purse to take on the go! I may get another for my sister's birthday!",4.0
R0563,True,The chapstick was Missing. The chapstick was missing. I only received 5 out of the 6 items.,1.0
R0564,True,SLOWEST SHIPPING EVER. DONT BUY,2.0
R0565,True,Burts Bees is a must!. Great for the supply in the RV.,5.0
R0566,True,Burts Bees tips and toes. I love Burts Bees and have never been disappointed in any item I have purchased from them.,5.0
R0567,True,"Empty. Are you serious, it was really empty ?? How did I buy this empty?",1.0
R0568,True,Expectation met. Exactly as packaged.,4.0
R0569,True,Loves it. Good Christmas present,5.0
R0570,False,Five Stars. Nice sample sizes of wonderful products.,5.0
R0571,True,Just a good product!. The products are nice to use and convenient sizes.,5.0
R0572,True,"Late delivery, great product. Great item, but late delivery, minus star",4.0
R0573,True,Five Stars. Always great,5.0
R0574,False,"Buy at Target cheaper. I was surprised by how small everything was. I should have read more details, I guess, but the ""lightning deal"" made me jump on it. You can get it cheaper at Target.",1.0
R0575,True,Best products. I am in love with Burt's bees products. I first purchased this set to test their products and I get hooked with it. specially the almond & milk hand cream !,5.0
R0576,True,"She's happy, so I'm happy. My sister in law asked for Burt's Bees and loves it. It was a holiday gift to her. She's happy, so I'm happy.",5.0
R0577,True,Perfect for my Christmas stocking stuffer good products happy with .... Perfect for my Christmas stocking stuffer good products happy with this brand love the ingredients good variety,5.0
R0578,True,"Incredible. Love the products! The scents are great, and the textures are amazing!",5.0
R0579,True,Great gift male or female. Bought a lot of these as gifts for hard to get people. Good quality product.,5.0
R0580,True,Five Stars. Great little gift set!,5.0
R0581,True,Five Stars. Good product,5.0
R0582,True,Five Stars. Very inexpensive tasteful product.,5.0
R0583,True,Five Stars. nice product,5.0
R0584,True,Nice Gift!. The package looks nice to be a gift to someone else.,5.0
R0585,True,Strong moisturizing. Strong moisturizing 👌🏻,5.0
R0586,True,Doesn't come in a giftable tin as advertised. I love the products but it says it comes in a giftable tin and it doesnt.,3.0
R0587,True,Good!. Good!,4.0
R0588,True,Good value.. Bought this for my daughter. She loves Burts bees. This seems like a good value.,5.0
R0589,True,Nice set. My mother loved the set.,5.0
R0590,True,"i like it, but i have some troubles with national .... i like it, but i have some troubles with national customs bureau of my country (Chile), because the Public Health Institute of Chile does not allow the placement of certain products, so when they allow it, you must pay a extra money for a certificate. This situation is repeated for all beauty products. Please consider this to offer these products to chilean customers",4.0
R0591,True,"Moisture Central. I love this stuff it’s great. The honey & grapeseed hand cream is not my favorites scent wise, but it’s a great moisturizer so I just suck it up & use it anyway. I keep that & the Cuticle Creme in my scrub pockets at work since I’m constantly washing my hands throughout the day. 10/10 would recommend.",4.0
R0592,True,"Nice combination of products.. I love all of the sample sizes in this gift set! Especially the cuticle cream and the almond and milk hand cream, the almond scent is so nostalgic. I also like to use coconut foot cream on my tattoos because it really helps moisturize them to make them look almost brand new.",5.0
R0593,True,"Great Gift. My wife loves Burt's Bees, she was thrilled to get this on her stocking.",5.0
R0594,True,Smells great!. I was a little worried about how it smells but everything smells wonderful! I got this for my mom for Mother's Day! I didn't realize the foot and hand cream were travel size bit that's okay! I think this is a nice little gift for anyone! The smells are right on with what the title is to everything I got! Very natural smells especially the Honey hand cream.,5.0
R0595,True,"Five Stars. Great for travel, or to keep on pocket. Works well.",5.0
R0596,True,Slippery. Is what it is,5.0
R0597,True,Natural quality. Stocking filler for missus she loves the stuff,5.0
R0598,True,Five Stars. Burt's bees products are awesome!!!!def five stars,5.0
R0599,False,Perfect Gift!. I got this as a secret Santa gift and she absolutely loves it. I recommend to anyone for any occasion!,5.0
R0600,True,Small in size. Bought this as a gift for my sisters for Mother’s Day. I thought it was going to be bigger from the picture but it’s pretty small. Everything looks intact though.,4.0
R0601,False,Five Stars. Good kit! Love it,5.0
R0602,True,Nice and soft. I love burts bees and this is great. It leaves your skin soft.,5.0
R0603,True,Five Stars. NEVER GO WRONG WITH BURT'S BEES PRODUCTS,5.0
R0604,True,Was a gift. She loved it.. All was well.,5.0
R0605,True,A little goes a long way.. Fixed my wifes feet in a few days!,5.0
R0606,True,Great gift. This was purchased as a gift. Who doesn't love Burt's Bee products? The recipient loved them.,5.0
R0607,True,Five Stars. Great product,5.0
R0608,False,Five Stars. I bought this as a gift and my mother loves it!,5.0
R0609,True,Chines Christmas Gift. Purchase for our annual family Christmas party for the Chines Christmas exchange we had a great time.,5.0
R0610,True,"great. Fast shipping, great product",5.0
R0611,True,Five Stars. no flaws,5.0
R0612,True,Nice quality. Like that there are several to choose from,5.0
R0613,True,Four Stars. Like most of the products but wish you could,4.0
R0614,True,... this for my mom for mothers day and she loved it! It has enough deluxe sample size products .... bought this for my mom for mothers day and she loved it! It has enough deluxe sample size products to really test it out before you want to commit to the full size products. If you use it sparingly it can last for a month!,5.0
R0615,True,This is a great gift set!. I bought three at Christmas time and all three recipients loved them.,5.0
R0616,True,Great Gift Set!. I ordered this as part of a gift basket for a fundraising auction. It arrived in perfect condition and was a great addition!,5.0
R0617,True,Good gift. This is great for men or woman. Gave it as Holiday gifts. Will purchase again,5.0
R0618,True,"Great little Kit!. Great products, but I wish they SIL this pack in a full size.",4.0
R0619,True,Nice sampler. A nice stocking stuffer for people who travel,5.0
R0620,True,"Very good product. Very good quality,easy to use not greasy",5.0
R0621,True,Perfect for our box of sunshine. Perfect for our box of sunshine,5.0
